,corp_code,corp_name,stock_code,modify_date
0,00175386,경기교통, ,20170630
0,00205748,강호개발, ,20170630
0,00358378,만덕, ,20170630
0,00221409,한국어센셜소프트웨어, ,20170630
0,00414328,와우북, ,20170630
0,00188061,한서시계, ,20170630
0,00409982,부풍, ,20170630
0,00134149,세우무역, ,20170630
0,00414461,신우종합건설, ,20170630
0,00304508,중원, ,20170630
0,00247753,아스트로, ,20170630
0,00368816,한국멀티넷, ,20170630
0,00366085,넥스트미디어아이, ,20170630
0,00412302,일성리조트, ,20170630
0,00387246,동광산건, ,20170630
0,00265050,유렉셀테크놀러지, ,20170630
0,00236182,성일컴퓨텍, ,20170630
0,00296555,엠에프씨, ,20170630
0,00327226,얼라이언스시스템, ,20170630
0,00412852,대한주택이앤지, ,20170630
0,00143970,원창판지, ,20170630
0,00301404,한국피시, ,20170630
0,00109541,대륙공업, ,20170630
0,00404880,디지털테크놀러지, ,20170630
0,00393858,드림데이타, ,20170630
0,00385123,리첸시아유동화전문유한회사, ,20170630
0,00429010,코리아페이넷, ,20170630
0,00424963,디더블유씨유동화전문유한회사, ,20170630
0,00425768,티지일차유동화전문유한회사, ,20170630
0,00426749,피앤지정보통신, ,20170630
0,00330415,인바인, ,20170630
0,00150794,진흥주택, ,20170630
0,00429038,굿앤세이프, ,20170630
0,00429117,"ChugokuMarinePaints,Ltd.", ,20170630
0,00421081,디바이너, ,20170630
0,00361734,케이아이티창업투자, ,20170630
0,00388768,외환카드제사차유동화전문유한회사, ,20170630
0,00425421,오프마이십일, ,20170630
0,00421850,창신테크, ,20170630
0,00425315,파워엑시스, ,20170630
0,00427580,삼성프론티어제십이차유동화전문유한회사, ,20170630
0,00425218,쓰리엔제이차유동화전문유한회사, ,20170630
0,00106951,낙산관광호텔, ,20170630
0,00395661,현지개발, ,20170630
0,00275118,케이티비벤처벌처일호펀드, ,20170630
0,00295389,메타텍, ,20170630
0,00389147,골든보우창업투자, ,20170630
0,00126803,삼아, ,20170630
0,00242341,에스엠아이씨, ,20170630
0,00440314,오토피아제팔차유동화전문유한회사, ,20170630
0,00440332,니즈솔루션, ,20170630
0,00441322,이나라카드, ,20170630
0,00440165,히타치전선, ,20170630
0,00288884,미래에셋드림파이오니어펀드, ,20170630
0,00148452,GPS, ,20170630
0,00156017,하나은행, ,20170630
0,00261045,시스컴, ,20170630
0,00437532,개풍주택개발, ,20170630
0,00303095,지오스테크널러지, ,20170630
0,00438753,"IndusAsiaPacificFund,Ltd.", ,20170630
0,00367464,지앤텍, ,20170630
0,00201955,금화냉동, ,20170630
0,00409849,혜성, ,20170630
0,00131443,서통상사, ,20170630
0,00174022,유창섬유, ,20170630
0,00444763,피프, ,20170630
0,00412171,모수인터내쇼날, ,20170630
0,00232973,동해산업, ,20170630
0,00152419,대농중공업, ,20170630
0,00257413,신영팩토링, ,20170630
0,00362511,승진건설, ,20170630
0,00446743,아워스인베스트먼트, ,20170630
0,00253055,태흥산업개발, ,20170630
0,00448714,마하인더스트리, ,20170630
0,00448705,모아건설, ,20170630
0,00101716,경북레미콘, ,20170630
0,00447876,그루빅, ,20170630
0,00448671,라이프건설, ,20170630
0,00217150,대진종합건설, ,20170630
0,00164344,해피아이, ,20170630
0,00303314,성서, ,20170630
0,00451213,한신공업, ,20170630
0,00407416,오랙스정유, ,20170630
0,00178675,이논, ,20170630
0,00367181,예들, ,20170630
0,00439062,세제, ,20170630
0,00413514,가인수산, ,20170630
0,00127538,삼원산업, ,20170630
0,00370051,유덕건설, ,20170630
0,00415123,크로스전자, ,20170630
0,00106012,금성텔, ,20170630
0,00158495,한국아프라이드매그네틱스, ,20170630
0,00299774,스타럽스, ,20170630
0,00414911,텔레프리, ,20170630
0,00414762,금화도시개발, ,20170630
0,00234078,길정종합건설, ,20170630
0,00412515,메디링스, ,20170630
0,00151076,창원개발, ,20170630
0,00170512,우신레저산업, ,20170630
0,00370033,연이산업, ,20170630
0,00406587,다른신문, ,20170630
0,00413471,비투올네트, ,20170630
0,00248804,성진사, ,20170630
0,00359854,네투스테크놀러지, ,20170630
0,00252870,동구, ,20170630
0,00300432,비아이캐피탈, ,20170630
0,00415938,세아개발, ,20170630
0,00370714,퍼시픽스타, ,20170630
0,00345693,SKIMT, ,20170630
0,00426226,일신제약, ,20170630
0,00426235,모아에셋, ,20170630
0,00376505,그린페이퍼텍, ,20170630
0,00427058,원업제이차유동화전문유한회사, ,20170630
0,00427100,두손테크피아, ,20170630
0,00427331,유니맥코리아, ,20170630
0,00429144,아하크레딧유동화전문유한회사, ,20170630
0,00429180,거버너스M&A사모펀드2호, ,20170630
0,00419916,기가솔, ,20170630
0,00421009,모쿠스, ,20170630
0,00363796,남양산업, ,20170630
0,00302148,에이팩스기술투자, ,20170630
0,00426314,에스지테크놀러지, ,20170630
0,00427146,도이체방크아게런던, ,20170630
0,00245065,에이에스엠엘에스씨, ,20170630
0,00427182,얼라이언스캐피탈파트너즈, ,20170630
0,00382852,대진산업, ,20170630
0,00362113,하늘사랑, ,20170630
0,00220756,씨앤씨캐피탈, ,20170630
0,00162319,한양상사, ,20170630
0,00355511,"Photronics,Inc.", ,20170630
0,00400176,무빙넷, ,20170630
0,00396402,슈마커코리아, ,20170630
0,00439938,유케이, ,20170630
0,00337977,캐피탈리서치앤매니지먼트컴퍼니, ,20170630
0,00436047,월드타운, ,20170630
0,00387097,센텀파크유동화전문유한회사, ,20170630
0,00274410,인트빔, ,20170630
0,00328100,나래소프트시스템, ,20170630
0,00243845,삼광고하켐, ,20170630
0,00336260,OAKMARKINTERNATIONALFUND, ,20170630
0,00262026,신중앙99-1유동화전문유한회사, ,20170630
0,00264431,크레디피아유동화전문, ,20170630
0,00264495,중소기업유동화전문유한회사, ,20170630
0,00267067,산은캐피탈제일호유동화전문유한회사, ,20170630
0,00290791,국민제이차유동화전문회사, ,20170630
0,00297837,국민제일차유동화전문유한회사, ,20170630
0,00429162,남양씨앤씨, ,20170630
